observer,trial,targLoc,distLoc,targDiscrim,thoughtNoAttCap,tc,dc,RT,TrialTypeRT,distracter,distLocRel
1,100,2,0,1,TRUE,-1,0,0.726579,0.997716,0,0
1,101,2,0,1,TRUE,1,0,0.856467,0.812419,0,0
1,102,1,0,1,TRUE,-1,0,0.765594,0.501539,0,0
1,103,3,0,1,TRUE,-1,0,0.815427,0.894338,0,0
1,104,3,0,1,TRUE,1,0,0.887505,0.476934,0,0
1,105,4,0,1,TRUE,-1,0,0.719616,0.516122,0,0
1,106,3,0,1,TRUE,1,0,0.919461,0.738946,0,0
1,107,6,3,1,FALSE,1,-1,1.142582,0.673437,1,4
1,108,2,0,1,TRUE,-1,0,0.701152,0.758658,0,0
1,110,1,0,1,TRUE,-1,0,1.057037,1.277769,0,0
1,111,1,6,1,TRUE,1,1,1.071723,0,1,0
1,112,3,0,1,TRUE,-1,0,1.366062,1.525615,0,0
1,113,1,0,1,TRUE,-1,0,1.0079,1.945063,0,0
1,114,1,1,1,TRUE,1,1,0.739117,0,1,1
1,115,2,1,1,FALSE,1,-1,1.049878,1.017055,1,0
1,116,2,2,1,FALSE,-1,1,1.287483,0.717418,1,1
1,117,3,0,1,TRUE,1,0,0.755207,0.463363,0,0
1,119,2,0,1,TRUE,1,0,0.627168,1.101937,0,0
1,120,2,2,1,TRUE,1,1,0.655917,2.121846,1,1
1,122,1,4,1,FALSE,1,-1,1.214778,1.284494,1,3
1,123,2,6,1,TRUE,-1,1,0.971994,1.95295,1,5
1,124,2,0,1,TRUE,1,0,0.985525,0.924803,0,0
1,125,3,0,1,TRUE,1,0,0.64417,4.067681,0,0
1,127,5,0,1,TRUE,1,0,1.126802,1.10077,0,0
1,131,4,3,0,FALSE,1,1,1.229374,1.68411,1,0
1,132,2,2,1,TRUE,1,1,0.70326,0,1,1
1,133,1,0,1,TRUE,1,0,1.023519,0.540036,0,0
1,136,1,4,1,TRUE,-1,-1,1.082989,1.316505,1,3
1,138,3,5,1,TRUE,1,1,1.012922,1.012724,1,2
1,139,5,0,1,TRUE,1,0,0.694696,0.899775,0,0
1,140,2,6,1,TRUE,-1,1,0.80638,0.81232,1,5
1,142,1,0,1,TRUE,-1,0,0.724143,0.917812,0,0
1,145,3,0,1,TRUE,-1,0,0.715691,0.999614,0,0
1,146,3,1,1,FALSE,1,1,1.031387,1.397396,1,5
1,147,3,0,1,TRUE,1,0,0.97758,1.318383,0,0
1,148,1,5,1,TRUE,1,-1,0.970433,1.394676,1,2
1,150,6,0,1,TRUE,1,0,0.915483,1.467569,0,0
1,151,3,0,1,TRUE,1,0,0.670468,0,0,0
1,152,6,0,1,TRUE,1,0,0.784932,2.163244,0,0
1,153,4,0,1,TRUE,1,0,0.651272,1.291067,0,0
1,154,3,0,1,TRUE,-1,0,1.062062,1.083146,0,0
1,155,4,5,1,TRUE,1,-1,0.794672,1.037587,1,2
1,156,3,2,1,TRUE,1,-1,1.104411,1.887505,1,0
1,157,3,4,1,TRUE,1,-1,1.225298,0,1,3
1,158,5,0,1,TRUE,1,0,1.254264,1.416152,0,0
1,159,3,6,1,TRUE,1,-1,0.98764,4.083124,1,4
1,161,2,0,1,TRUE,-1,0,1.012825,0.629981,0,0
1,166,2,0,1,TRUE,-1,0,0.654184,2.778836,0,0
1,167,5,0,1,TRUE,1,0,0.810654,0.634587,0,0
1,168,5,1,1,FALSE,1,-1,0.837322,1.337426,1,3
1,169,4,6,1,FALSE,1,1,1.010332,1.500259,1,3
1,170,3,3,1,FALSE,-1,1,0.975491,0.669425,1,1
1,171,1,0,1,TRUE,-1,0,0.620842,1.193372,0,0
1,172,1,0,1,TRUE,1,0,0.435893,1.505333,0,0
1,173,3,4,1,FALSE,1,-1,1.015025,1.450775,1,3
1,174,5,4,1,TRUE,1,-1,1.183042,1.520122,1,3
1,176,5,0,1,TRUE,-1,0,0.732998,2.501303,0,0
1,177,2,5,1,FALSE,1,1,1.135535,0.602427,1,2
1,178,6,5,1,FALSE,1,-1,1.036984,0.534549,1,2
1,179,4,0,1,TRUE,1,0,0.817396,3.089403,0,0
1,180,3,0,0,TRUE,-1,0,0.985557,1.098608,0,0
1,181,3,6,1,TRUE,1,1,0.798639,0.582513,1,4
1,182,3,0,1,TRUE,1,0,0.833287,0.752437,0,0
1,186,5,0,1,TRUE,1,0,0.700856,0,0,0
1,187,5,0,1,TRUE,1,0,0.757153,1.014339,0,0
1,188,3,0,1,FALSE,-1,0,0.923329,0.598436,0,0
1,189,1,0,1,TRUE,-1,0,0.704806,1.006021,0,0
1,190,4,5,1,TRUE,-1,-1,0.756992,0.90727,1,2
1,191,5,2,1,TRUE,-1,1,0.596231,0.713307,1,4
1,192,1,1,1,FALSE,1,1,0.844832,1.106536,1,1
1,194,1,3,1,FALSE,-1,-1,1.146877,0.567912,1,3
1,195,2,1,1,TRUE,1,1,0.961281,1.178863,1,0
1,197,1,2,1,TRUE,1,1,1.129769,2.034348,1,2
1,198,1,0,1,TRUE,-1,0,1.123372,1.127149,0,0
1,199,1,6,1,TRUE,-1,1,1.143085,0.936779,1,0
1,200,1,2,1,TRUE,-1,-1,0.846678,0.99137,1,2
1,201,3,6,1,TRUE,-1,-1,1.067427,1.033154,1,4
1,202,1,5,1,TRUE,-1,1,0.80113,1.035958,1,2
1,203,3,2,1,TRUE,-1,1,1.017425,1.049316,1,0
1,204,2,0,1,TRUE,-1,0,0.663246,0.63434,0,0
1,205,4,0,1,TRUE,1,0,0.700562,0.706639,0,0
1,206,3,6,1,TRUE,1,-1,0.773443,0.896314,1,4
1,207,6,0,1,TRUE,1,0,0.816315,2.067782,0,0
1,208,3,0,1,FALSE,-1,0,0.61306,0.694062,0,0
1,209,4,0,1,TRUE,-1,0,0.582207,0.831694,0,0
1,210,1,3,1,TRUE,1,1,0.570604,1.416068,1,3
1,211,3,0,1,TRUE,1,0,0.714842,0.78473,0,0
1,212,4,0,1,TRUE,-1,0,0.620962,0.793585,0,0
1,213,5,0,1,TRUE,-1,0,0.555646,0.642318,0,0
1,216,6,3,1,TRUE,-1,1,1.127813,1.355027,1,4
1,217,6,1,1,TRUE,1,-1,0.655261,0.714435,1,2
1,218,1,3,1,FALSE,1,1,0.611643,0.614891,1,3
1,219,1,0,1,FALSE,-1,0,0.490641,0.743731,0,0
1,220,3,0,1,FALSE,1,0,0.622915,2.623792,0,0
1,221,5,1,1,TRUE,-1,-1,0.744186,1.53512,1,3
1,222,1,0,1,TRUE,1,0,0.471954,1.350629,0,0
1,223,2,5,1,TRUE,-1,1,0.654229,1.41098,1,2
1,224,5,0,1,TRUE,-1,0,0.52697,2.032306,0,0
1,225,1,0,1,FALSE,-1,0,0.606841,0.859291,0,0
1,226,6,0,1,TRUE,1,0,0.75592,0.648875,0,0
1,227,6,0,1,TRUE,1,0,0.634035,0.766751,0,0
1,229,1,0,1,TRUE,1,0,0.656887,1.163886,0,0
1,230,2,0,1,FALSE,1,0,0.517598,0.563268,0,0
1,231,1,5,1,TRUE,1,1,0.593941,2.891916,1,2
1,232,3,2,1,TRUE,-1,-1,0.836346,0.761082,1,0
1,233,3,2,1,TRUE,1,1,1.269827,1.404868,1,0
1,234,6,0,1,TRUE,1,0,0.809765,1.092545,0,0
1,236,2,0,1,FALSE,-1,0,0.891284,1.285897,0,0
1,237,5,0,1,TRUE,-1,0,0.729606,0.58956,0,0
1,238,5,4,1,TRUE,-1,1,1.248916,0.846559,1,3
1,241,2,5,1,TRUE,-1,-1,1.173402,1.667039,1,2
1,242,2,3,1,TRUE,-1,1,0.657558,0.744636,1,2
1,243,6,4,1,FALSE,1,1,1.038006,1.887387,1,3
1,244,4,4,1,TRUE,1,1,0.861674,1.319331,1,3
1,245,6,0,1,TRUE,-1,0,0.956299,3.837027,0,0
1,246,2,3,1,FALSE,-1,1,1.444287,1.421757,1,2
1,248,5,0,1,TRUE,-1,0,0.891322,1.954113,0,0
1,249,3,0,1,TRUE,-1,0,1.140295,2.724227,0,0
1,251,5,0,1,FALSE,1,0,0.968925,0.873733,0,0
1,252,3,0,1,TRUE,-1,0,0.833979,0.411234,0,0
1,253,4,0,1,FALSE,-1,0,0.587698,0.663173,0,0
1,255,2,0,1,TRUE,-1,0,0.760986,1.271169,0,0
1,258,1,0,1,TRUE,1,0,0.737656,1.402031,0,0
1,259,2,0,1,TRUE,1,0,0.693309,1.285462,0,0
1,261,1,0,1,FALSE,1,0,0.661189,1.458979,0,0
1,262,3,4,1,TRUE,-1,-1,0.943709,1.260352,1,3
1,264,1,0,1,TRUE,1,0,0.786271,2.033879,0,0
1,267,2,6,1,FALSE,1,-1,1.167446,1.174903,1,5
1,268,2,1,1,FALSE,-1,-1,1.027552,1.130933,1,0
1,269,5,1,1,TRUE,1,1,0.802533,0.582153,1,3
1,271,2,0,1,TRUE,1,0,0.684426,0,0,0
1,272,1,6,1,FALSE,-1,-1,0.823223,0.667502,1,0
1,275,6,6,1,FALSE,1,-1,0.958105,0.700238,1,1
1,276,3,0,1,TRUE,-1,0,0.829899,0.97683,0,0
1,279,6,2,1,FALSE,1,1,0.940092,0.507773,1,3
1,282,1,0,1,TRUE,1,0,0.811574,1.093754,0,0
1,283,2,0,1,TRUE,-1,0,1.048048,0.926899,0,0
1,289,1,3,1,TRUE,-1,1,1.016187,0.996424,1,3
1,290,3,0,1,TRUE,-1,0,1.14948,1.140764,0,0
1,294,6,0,1,TRUE,1,0,0.875062,1.643441,0,0
1,296,1,5,1,TRUE,1,-1,0.695019,0,1,2
1,297,1,4,1,TRUE,1,1,1.157916,0.74505,1,3
1,299,4,0,1,TRUE,-1,0,0.698626,2.169836,0,0
1,301,4,0,1,TRUE,1,0,0.71677,1.18508,0,0
1,302,1,2,1,TRUE,-1,1,0.709168,0.871072,1,2
1,309,5,0,1,TRUE,1,0,0.656079,1.498445,0,0
1,310,2,0,1,TRUE,1,0,0.719544,0.78532,0,0
1,311,1,0,1,TRUE,1,0,0.635675,0.689875,0,0
1,313,1,3,1,TRUE,1,-1,1.003386,0.633455,1,3
1,315,1,0,1,FALSE,1,0,0.672525,0.895375,0,0
1,318,1,0,1,TRUE,1,0,0.669692,1.16968,0,0
1,321,1,1,1,TRUE,-1,-1,1.002353,4.584015,1,1
1,326,6,6,1,TRUE,-1,-1,0.980265,0.728788,1,1
1,327,3,0,0,TRUE,1,0,0.711873,1.12163,0,0
1,328,2,0,1,TRUE,1,0,0.720497,0.824989,0,0
1,330,1,5,1,TRUE,-1,-1,1.026029,1.132541,1,2
1,332,6,4,1,FALSE,1,1,0.794783,1.039119,1,3
1,334,5,5,1,TRUE,1,1,1.125322,0.904929,1,2
1,335,2,3,1,TRUE,1,1,1.009991,2.030114,1,2
1,341,6,0,1,TRUE,1,0,0.669679,1.00465,0,0
1,344,1,0,1,TRUE,-1,0,0.881839,1.063621,0,0
1,346,3,0,1,TRUE,-1,0,0.803991,0.661986,0,0
1,347,3,4,1,TRUE,1,1,1.023827,0.925167,1,3
1,348,5,1,1,TRUE,1,-1,0.724318,0.766347,1,3
1,349,3,0,1,TRUE,-1,0,0.785252,0.659935,0,0
1,350,1,3,1,TRUE,1,-1,0.883363,0.608363,1,3
1,351,2,1,1,TRUE,1,-1,0.558192,0.868109,1,0
1,352,2,0,1,TRUE,-1,0,0.601855,0.706209,0,0
1,355,2,2,1,TRUE,1,-1,0.812501,0.481957,1,1
1,356,3,4,1,TRUE,-1,1,0.899579,0.777792,1,3
1,357,1,4,1,FALSE,-1,1,1.209631,0.659384,1,3
1,365,1,0,1,TRUE,-1,0,0.942037,1.143281,0,0
1,368,6,0,1,TRUE,-1,0,1.3214,1.602997,0,0
1,369,6,4,1,TRUE,-1,-1,1.247973,0.923728,1,3
1,373,2,0,1,TRUE,-1,0,0.798363,1.700075,0,0
1,374,6,1,1,TRUE,1,1,0.828191,0.830713,1,2
1,375,1,5,1,TRUE,-1,-1,0.73355,0.752272,1,2
1,380,6,0,1,TRUE,-1,0,0.838434,0.738493,0,0
1,381,6,5,1,TRUE,-1,-1,0.89778,1.291484,1,2
1,383,5,6,1,TRUE,-1,-1,0.556298,0,1,2
1,384,5,0,0,TRUE,1,0,0.772559,0.943343,0,0
1,386,1,6,1,FALSE,1,1,0.879759,0.521702,1,0
1,388,6,0,1,FALSE,-1,0,0.956927,2.601799,0,0
1,389,2,0,1,TRUE,1,0,0.754044,1.083448,0,0
1,396,6,0,1,TRUE,1,0,0.778421,1.329609,0,0
1,401,1,0,1,TRUE,-1,0,0.683132,0.861207,0,0
1,404,2,5,1,TRUE,1,-1,1.042661,0.967522,1,2
1,406,1,0,1,TRUE,1,0,0.869482,0,0,0
1,408,1,0,1,TRUE,1,0,0.582173,1.027405,0,0
1,409,1,2,0,TRUE,-1,1,1.051832,0.839862,1,2
1,410,3,0,1,TRUE,1,0,0.722265,1.070944,0,0
1,412,6,0,1,TRUE,1,0,0.637258,0.616754,0,0
1,413,2,6,1,TRUE,1,-1,0.714776,0.561268,1,5
1,414,1,0,1,TRUE,1,0,0.792408,1.295647,0,0
1,416,1,6,1,FALSE,1,-1,0.770773,0.649636,1,0
1,417,3,2,1,TRUE,1,-1,0.801933,0.603065,1,0
1,418,2,0,1,TRUE,-1,0,0.897989,2.672472,0,0
1,421,4,0,1,TRUE,1,0,0.771367,2.48384,0,0
1,422,4,0,1,TRUE,-1,0,0.693729,1.163916,0,0
1,423,4,3,1,TRUE,-1,-1,0.714509,0.678631,1,0
1,424,4,0,1,TRUE,1,0,0.778484,48.529572,0,0
1,425,3,0,1,TRUE,-1,0,1.288127,1.47168,0,0
1,426,1,1,1,TRUE,-1,1,1.464722,4.179129,1,1
1,427,1,5,1,TRUE,-1,1,1.047389,0.908735,1,2
1,428,4,2,1,TRUE,1,1,1.325179,0,1,5
1,429,4,0,1,TRUE,1,0,1.048037,1.159282,0,0
1,432,5,0,1,TRUE,-1,0,1.023854,1.209987,0,0
1,433,4,5,1,TRUE,-1,-1,0.898811,2.101741,1,2
1,436,5,1,1,TRUE,-1,1,0.997084,0.528751,1,3
1,437,3,0,0,TRUE,-1,0,0.740226,1.168731,0,0
1,439,6,0,1,FALSE,1,0,0.75041,1.44589,0,0
1,440,1,0,1,TRUE,1,0,0.875707,0.769903,0,0
1,441,5,0,1,TRUE,1,0,0.697904,1.408744,0,0
1,442,1,1,1,TRUE,1,-1,0.654171,0.684819,1,1
1,443,6,5,1,TRUE,1,1,0.65397,0.830005,1,2
1,447,2,0,1,TRUE,1,0,0.997805,0.895416,0,0
1,448,6,3,1,TRUE,1,1,1.092332,0.786597,1,4
1,449,6,0,1,TRUE,-1,0,0.860464,0.638752,0,0
1,450,2,0,1,TRUE,-1,0,0.756866,0.784281,0,0
1,451,3,2,1,TRUE,-1,1,0.916871,0.948524,1,0
1,454,2,3,1,TRUE,1,1,0.900312,0.777021,1,2
1,455,6,6,1,FALSE,-1,-1,0.82555,0.462877,1,1
1,456,5,0,1,TRUE,-1,0,0.595342,1.142548,0,0
1,457,1,0,1,TRUE,1,0,0.971594,0.774305,0,0
1,460,6,0,1,FALSE,-1,0,0.972612,0.747922,0,0
1,461,2,6,1,TRUE,-1,-1,1.200239,2.472972,1,5
1,462,1,0,1,TRUE,-1,0,0.87165,1.33484,0,0
1,463,1,2,1,FALSE,-1,-1,0.839292,1.654292,1,2
1,466,3,0,1,TRUE,1,0,1.366349,0.890796,0,0
1,467,1,0,1,TRUE,-1,0,0.505345,1.31638,0,0
1,468,2,0,1,TRUE,-1,0,0.616836,1.704008,0,0
1,469,3,3,1,FALSE,1,-1,0.861599,0.754512,1,1
1,471,3,1,1,FALSE,-1,-1,1.155204,0.768425,1,5
1,473,1,0,1,TRUE,-1,0,0.868841,1.097208,0,0
1,479,3,6,1,TRUE,-1,1,0.866143,0.876868,1,4
1,480,6,0,1,TRUE,1,0,0.896137,0.748626,0,0
1,481,5,0,1,TRUE,1,0,0.681491,1.498151,0,0
1,482,2,0,1,TRUE,-1,0,0.776727,0.734813,0,0
1,483,5,3,1,TRUE,-1,1,1.040869,0.542604,1,5
1,485,3,2,0,TRUE,1,1,1.04761,0.822204,1,0
1,487,6,4,1,TRUE,-1,-1,1.130576,2.216761,1,3
1,489,6,2,1,FALSE,-1,-1,0.908332,0.468767,1,3
1,490,5,0,1,FALSE,1,0,0.754203,2.744054,0,0
1,491,5,0,1,TRUE,-1,0,0.659964,1.674186,0,0
1,493,6,1,1,TRUE,-1,1,0.836077,0.789256,1,2
1,497,2,0,1,TRUE,1,0,0.81729,1.513348,0,0
1,498,3,0,1,TRUE,1,0,0.751211,0.748725,0,0
1,499,2,0,1,TRUE,1,0,0.61591,2.28721,0,0
1,501,1,6,1,TRUE,-1,-1,0.80181,1.272002,1,0
1,502,6,0,1,TRUE,-1,0,0.698049,0.865631,0,0
1,503,1,3,1,TRUE,-1,1,0.757626,0.773599,1,3
1,504,3,1,1,FALSE,-1,1,0.892463,0.529116,1,5
1,505,4,4,1,TRUE,1,-1,0.763262,0.840778,1,3
1,506,3,0,1,FALSE,-1,0,0.834138,1.373271,0,0
1,507,3,0,1,TRUE,1,0,1.013001,1.518887,0,0
1,508,2,0,1,TRUE,-1,0,0.917146,0.86106,0,0
1,509,1,0,1,TRUE,-1,0,0.837475,0.747722,0,0
1,511,3,0,1,TRUE,-1,0,0.627583,0.594798,0,0
1,512,6,5,1,TRUE,1,1,1.311644,0.742156,1,2
1,513,6,0,1,TRUE,-1,0,0.816568,0.748458,0,0
1,514,1,0,1,TRUE,1,0,0.667887,0.909549,0,0
1,517,2,3,1,TRUE,1,-1,0.77714,0.800733,1,2
1,519,3,3,1,FALSE,-1,1,0.946923,0.874539,1,1
1,521,3,0,1,TRUE,1,0,1.05301,0.667712,0,0
1,522,2,6,1,TRUE,1,1,0.898066,0.758557,1,5
1,525,2,0,1,TRUE,1,0,0.635381,0.793341,0,0
1,526,5,5,1,TRUE,1,-1,0.88486,1.308992,1,2
1,527,2,5,1,TRUE,1,1,0.992141,3.488288,1,2
1,529,3,4,1,TRUE,-1,-1,0.988776,0.878113,1,3
1,530,6,0,1,TRUE,1,0,0.830723,3.917704,0,0
1,534,6,0,1,TRUE,1,0,0.676674,1.911529,0,0
1,535,1,0,1,TRUE,-1,0,0.615003,1.622789,0,0
1,536,3,6,1,TRUE,-1,1,1.130029,0.88163,1,4
1,538,5,0,1,TRUE,1,0,0.767209,0,0,0
1,539,4,0,1,TRUE,-1,0,0.743029,0.939042,0,0
1,540,6,0,1,FALSE,1,0,0.829979,1.023278,0,0
1,542,1,4,1,FALSE,-1,-1,1.149244,0.825146,1,3
1,543,6,3,1,TRUE,1,1,1.213638,4.994787,1,4
1,544,4,4,1,FALSE,-1,1,1.260643,1.31261,1,3
1,545,1,0,1,TRUE,-1,0,1.024755,1.061676,0,0
1,547,2,2,1,FALSE,-1,1,0.823353,0.484628,1,1
1,548,5,0,1,TRUE,1,0,0.92723,1.340805,0,0
1,549,5,3,1,TRUE,1,-1,0.643271,1.059605,1,5
1,550,2,0,1,FALSE,1,0,0.482727,1.211345,0,0
1,551,3,3,1,TRUE,1,1,0.925291,0.762759,1,1
1,553,6,2,1,TRUE,1,-1,0.847688,0.871308,1,3
1,554,2,0,1,TRUE,-1,0,0.635703,2.056979,0,0
1,555,1,2,1,TRUE,1,-1,0.976015,1.080303,1,2
1,559,3,0,1,TRUE,-1,0,0.890016,0.73167,0,0
1,561,5,5,1,FALSE,-1,-1,0.893927,1.320631,1,2
1,562,1,0,1,TRUE,-1,0,0.769595,1.191401,0,0
1,563,3,0,1,TRUE,-1,0,0.887812,0.766512,0,0
1,565,3,6,1,TRUE,-1,-1,1.123998,1.463789,1,4
1,567,1,5,1,TRUE,1,1,0.749363,1.793008,1,2
1,569,3,0,1,TRUE,1,0,0.683674,0.715427,0,0
1,571,2,5,1,TRUE,-1,1,0.94908,3.384911,1,2
1,572,2,4,1,TRUE,1,-1,1.215497,2.251299,1,3
1,573,6,6,1,TRUE,1,1,0.722976,1.232935,1,1
1,574,1,1,1,TRUE,-1,1,0.815225,1.577828,1,1
1,575,2,0,1,FALSE,-1,0,0.967866,1.183789,0,0
1,577,3,5,1,TRUE,-1,-1,0.804462,2.524502,1,2
1,578,3,0,0,TRUE,-1,0,0.6498,2.091698,0,0
1,579,6,0,1,TRUE,-1,0,0.998887,0.763673,0,0
1,580,6,0,1,TRUE,-1,0,1.037498,1.551284,0,0
1,581,4,6,1,TRUE,1,1,0.851472,2.60168,1,3
1,583,6,1,1,FALSE,-1,1,0.925655,0.829232,1,2
1,586,6,5,1,FALSE,-1,1,1.280588,2.307423,1,2
1,587,6,0,1,TRUE,-1,0,1.067894,1.144426,0,0
1,588,6,0,1,TRUE,-1,0,1.105531,2.295095,0,0
1,589,6,3,1,TRUE,1,-1,0.802267,0.864493,1,4
1,590,6,0,1,FALSE,-1,0,0.70494,3.888889,0,0
1,591,2,1,1,TRUE,-1,1,0.82562,0.958758,1,0
1,592,5,2,1,TRUE,-1,-1,0.829304,1.74214,1,4
1,593,6,5,1,FALSE,1,-1,0.865529,0.733269,1,2
1,594,6,4,1,TRUE,-1,1,0.740034,1.225325,1,3
1,595,4,0,1,TRUE,-1,0,0.65751,1.890042,0,0
1,596,6,6,1,TRUE,1,1,0.510254,1.570984,1,1
1,597,2,0,1,TRUE,1,0,0.418433,0,0,0
1,599,2,3,1,TRUE,1,-1,0.4704,0,1,2
1,600,6,6,1,TRUE,1,-1,0.594064,2.112877,1,1
1,602,6,0,1,TRUE,-1,0,0.774682,2.544884,0,0
1,603,4,0,1,TRUE,1,0,0.682253,1.906707,0,0
1,604,3,1,1,TRUE,-1,1,0.684508,2.335945,1,5
1,607,6,4,1,TRUE,1,-1,1.067011,1.646618,1,3
1,608,6,2,1,FALSE,1,-1,0.669447,1.1398,1,3
1,609,6,0,1,TRUE,-1,0,0.715477,4.464588,0,0
1,612,6,0,1,TRUE,1,0,0.746059,2.539892,0,0
1,613,6,3,1,TRUE,-1,-1,0.727718,1.573745,1,4
1,615,6,2,1,TRUE,-1,-1,0.714385,2.132234,1,3
1,616,5,4,1,FALSE,-1,1,0.664669,1.284249,1,3
1,618,4,1,1,TRUE,-1,-1,0.794986,1.16827,1,4
1,623,6,0,1,TRUE,-1,0,0.813989,1.441415,0,0
1,625,6,0,1,TRUE,-1,0,0.71992,1.036391,0,0
1,626,6,0,1,TRUE,1,0,0.583233,0.894546,0,0
1,627,3,3,1,TRUE,1,1,1.080965,1.152711,1,1
1,628,6,0,1,TRUE,-1,0,0.924669,1.20094,0,0
1,629,5,4,1,TRUE,-1,-1,1.017067,0.846158,1,3
1,630,4,0,1,TRUE,1,0,0.642471,0.951026,0,0
1,631,6,6,1,TRUE,-1,1,0.692113,2.04163,1,1
1,632,6,5,1,TRUE,-1,1,0.711873,0.878453,1,2
